关系编号,源资料编号,源标题,源发布日期,目标资料编号,目标标题,目标发布日期,关系类型,主题链条,区域路径,匹配依据,证据文本,置信度,是否人工确认,备注
EVO-00042,AUTO-20260427-E1D1006CB7,关于印发《江苏省电力中长期市场实施细则（2026版）》的通知,2026-03-06,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,引用依据,中长期,江苏->全国,文号：国能发监管规〔2024〕76号,3〕1217号）、《国家能源局关于印发〈电力市场信息披露基本规则〉的通知》（国能发监管〔2024〕9号）、《国家能源局关于印发〈电力市场注册基本规则〉的通知》（国能发监管规〔2024〕76号）、《国家发展改革委 国家能源局关于印发〈电力市场计量结算基本规则〉的通知》（发改能源规〔2025〕976号）、《国家发展改革委 国家能源局关于印发〈售电公司管,高,否,仅由新政策明文引用旧政策时生成
EVO-00043,AUTO-20260427-E1D1006CB7,关于印发《江苏省电力中长期市场实施细则（2026版）》的通知,2026-03-06,AUTO-20260427-780DD684D9,电力市场运行基本规则,2024-04-25,引用依据,中长期,江苏->南方区域,规则名称：电力市场运行基本规则,运行及新型经营主体发展需要，保证电力市场统一、开放、竞争、有序，根据《中共中央国务院关于进一步深化电力体制改革的若干意见》（中发〔2015〕9号）及其配套文件、《电力市场运行基本规则》（国家发展和改革委员会2024年第20号令）、《国家发展改革委 国家能源局关于印发〈电力中长期市场基本规则〉的通知》（发改能源规〔2025〕1656号）、《国家,中,否,仅由新政策明文引用旧政策时生成
EVO-00044,AUTO-20260427-E1D1006CB7,关于印发《江苏省电力中长期市场实施细则（2026版）》的通知,2026-03-06,AUTO-20260424-10A4BBBC6D,电力市场运行基本规则_国家发展和改革委员会,2024-04-18,引用依据,中长期,江苏->全国,规则名称：电力市场运行基本规则,运行及新型经营主体发展需要，保证电力市场统一、开放、竞争、有序，根据《中共中央国务院关于进一步深化电力体制改革的若干意见》（中发〔2015〕9号）及其配套文件、《电力市场运行基本规则》（国家发展和改革委员会2024年第20号令）、《国家发展改革委 国家能源局关于印发〈电力中长期市场基本规则〉的通知》（发改能源规〔2025〕1656号）、《国家,中,否,仅由新政策明文引用旧政策时生成
EVO-00045,AUTO-20260427-E1D1006CB7,关于印发《江苏省电力中长期市场实施细则（2026版）》的通知,2026-03-06,AUTO-20260427-56F605665F,关于印发《江苏省电力中长期交易规则（2023版）》的通知,2023-12-08,引用依据,中长期,江苏->江苏,规则名称：江苏省电力中长期交易规则（2023版,国家能源局关于印发〈售电公司管理办法〉的通知》（发改体改规〔2021〕1595号）等文件和有关法律、法规规定，江苏能源监管办会同省发展改革委（能源局）修订了《江苏省电力中长期交易规则（2023版）》，现将修订后《江苏省电力中长期市场实施细则（2026版）》印发给你们，请遵照执行。本规则自2026年3月1日起施行，实施过程中如有重大问题，请及时报告。 江,中,否,仅由新政策明文引用旧政策时生成
EVO-00046,AUTO-20260427-E1D1006CB7,关于印发《江苏省电力中长期市场实施细则（2026版）》的通知,2026-03-06,AUTO-20260427-B292F45571,关于印发《电力现货市场基本规则（试行）》的通知(发改能源规〔2023〕1217号),2023-09-15,引用依据,中长期,江苏->全国,文号：发改能源规〔2023〕1217号,局关于印发〈电力中长期市场基本规则〉的通知》（发改能源规〔2025〕1656号）、《国家发展改革委 国家能源局关于印发〈电力现货市场基本规则（试行）〉的通知》（发改能源规〔2023〕1217号）、《国家能源局关于印发〈电力市场信息披露基本规则〉的通知》（国能发监管〔2024〕9号）、《国家能源局关于印发〈电力市场注册基本规则〉的通知》（国能发监管规〔,高,否,仅由新政策明文引用旧政策时生成
EVO-00047,AUTO-20260427-E1D1006CB7,关于印发《江苏省电力中长期市场实施细则（2026版）》的通知,2026-03-06,AUTO-20260427-EE6D85F7E0,发改能源规〔2023〕1217号 《电力现货市场基本规则（试行）》,2023-09-10,引用依据,中长期,江苏->南方区域,文号：发改能源规〔2023〕1217号,局关于印发〈电力中长期市场基本规则〉的通知》（发改能源规〔2025〕1656号）、《国家发展改革委 国家能源局关于印发〈电力现货市场基本规则（试行）〉的通知》（发改能源规〔2023〕1217号）、《国家能源局关于印发〈电力市场信息披露基本规则〉的通知》（国能发监管〔2024〕9号）、《国家能源局关于印发〈电力市场注册基本规则〉的通知》（国能发监管规〔,高,否,仅由新政策明文引用旧政策时生成
EVO-00048,AUTO-20260427-8BA55D72F9,国家能源局西北监管局关于征求《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》意见建议的通知,2026-02-14,AUTO-20260425-F67BBBF923,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),2025-12-26,引用依据,中长期,西北区域->全国,规则名称：电力中长期市场基本规则,设，根据《中共中央 国务院关于进一步深化电力体制改革的若干意见》《国家发展改革委 国家能源局关于加快建设全国统一电力市场体系的指导意见》《电力市场运行基本规则》《电力中长期市场基本规则》等政策文件要求，组织起草了《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》，并初步征求了各有关单位意见建议。现将修订完善后的《西北区域省,中,否,仅由新政策明文引用旧政策时生成
EVO-00049,AUTO-20260427-8BA55D72F9,国家能源局西北监管局关于征求《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》意见建议的通知,2026-02-14,AUTO-20260427-780DD684D9,电力市场运行基本规则,2024-04-25,引用依据,中长期,西北区域->南方区域,规则名称：电力市场运行基本规则,争、有序的电力市场体系建设，根据《中共中央 国务院关于进一步深化电力体制改革的若干意见》《国家发展改革委 国家能源局关于加快建设全国统一电力市场体系的指导意见》《电力市场运行基本规则》《电力中长期市场基本规则》等政策文件要求，组织起草了《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》，并初步征求了各有关单位意见建议。现,中,否,仅由新政策明文引用旧政策时生成
EVO-00050,AUTO-20260427-8BA55D72F9,国家能源局西北监管局关于征求《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》意见建议的通知,2026-02-14,AUTO-20260424-10A4BBBC6D,电力市场运行基本规则_国家发展和改革委员会,2024-04-18,引用依据,中长期,西北区域->全国,规则名称：电力市场运行基本规则,争、有序的电力市场体系建设，根据《中共中央 国务院关于进一步深化电力体制改革的若干意见》《国家发展改革委 国家能源局关于加快建设全国统一电力市场体系的指导意见》《电力市场运行基本规则》《电力中长期市场基本规则》等政策文件要求，组织起草了《西北区域省间电力中长期市场实施细则（2026年修订版）（征求意见稿）》，并初步征求了各有关单位意见建议。现,中,否,仅由新政策明文引用旧政策时生成
EVO-00051,AUTO-20260427-2492100A42,关于公开征求《内蒙古电力多边交易市场规则体系2026年修订版(征求意见稿)》《蒙东电力市场规则体系2026年修订版(征求意见稿)》意见建议的公告,2026-02-14,AUTO-20260427-11E67EF119,关于印发《内蒙古电力多边交易市场规则体系》的通知,2024-12-27,引用依据,电力市场,内蒙古自治区->内蒙古自治区,规则名称：内蒙古电力多边交易市场规则体系,场建设要求，规范内蒙古电力多边交易市场、蒙东电力市场的建设和运营，维护电力市场秩序和市场成员合法权益，结合电力市场运行实际需要，内蒙古自治区能源局会同有关单位对《内蒙古电力多边交易市场规则体系》《蒙东电力市场规则体系（试行）》进行全面修订，研究起草了《内蒙古电力多边交易市场规则体系2026年修订版（征求意见稿）》《蒙东电力市场规则体系2026年修订版（,中,否,仅由新政策明文引用旧政策时生成
EVO-00052,AUTO-20260427-175A83DAA9,关于将山西尚太（四期）、阳曲县绿电园区2个项目纳入省级绿电直连项目清单的通知,2026-02-13,AUTO-20260427-8B8776AC2F,关于印发《推动绿电直连项目有序建设实施方案》的通知,2025-12-29,引用依据,绿电,山西->山西,文号：晋能源规发〔2025〕259号,改革委 国家能源局关于有序推动绿电直连发展有关事项的通知》（发改能源〔2025〕650号）、《山西省能源局关于印发<推动绿电直连项目有序建设实施方案>的通知》（晋能源规发〔2025〕259号）有关规定，经相关市申请，现将2个符合条件的项目纳入省级绿电直连项目清单，并就有关事项通知如下： 一、本次纳入清单项目共2个，新能源装机130万千瓦，其中，山西,高,否,仅由新政策明文引用旧政策时生成
